id,symbol,frequency,open,high,low,close,volume,amount,pre_close,position,bob,eob
77,SZSE.000100,60s,4.23,4.23,4.22,4.22,755430,3188367.6,0,0,2024-10-15 10:47:00+08:00,2024-10-15 10:48:00+08:00
78,SZSE.000100,60s,4.23,4.24,4.22,4.24,1679630,7104670.9,0,0,2024-10-15 10:48:00+08:00,2024-10-15 10:49:00+08:00
79,SZSE.000100,60s,4.24,4.24,4.23,4.23,825400,3497170,0,0,2024-10-15 10:49:00+08:00,2024-10-15 10:50:00+08:00
80,SZSE.000100,60s,4.23,4.24,4.23,4.23,465020,1968336.6,0,0,2024-10-15 10:50:00+08:00,2024-10-15 10:51:00+08:00
81,SZSE.000100,60s,4.23,4.24,4.23,4.24,335600,1420277,0,0,2024-10-15 10:51:00+08:00,2024-10-15 10:52:00+08:00
82,SZSE.000100,60s,4.23,4.24,4.23,4.24,661560,2801768.8,0,0,2024-10-15 10:52:00+08:00,2024-10-15 10:53:00+08:00
83,SZSE.000100,60s,4.23,4.24,4.23,4.23,635100,2687073,0,0,2024-10-15 10:53:00+08:00,2024-10-15 10:54:00+08:00
84,SZSE.000100,60s,4.23,4.24,4.23,4.23,323870,1371353.1,0,0,2024-10-15 10:54:00+08:00,2024-10-15 10:55:00+08:00
85,SZSE.000100,60s,4.23,4.24,4.23,4.23,442790,1874907.7,0,0,2024-10-15 10:55:00+08:00,2024-10-15 10:56:00+08:00
86,SZSE.000100,60s,4.24,4.24,4.23,4.23,371730,1573215.9,0,0,2024-10-15 10:56:00+08:00,2024-10-15 10:57:00+08:00
87,SZSE.000100,60s,4.23,4.24,4.23,4.24,304397,1288712.31,0,0,2024-10-15 10:57:00+08:00,2024-10-15 10:58:00+08:00
88,SZSE.000100,60s,4.24,4.24,4.23,4.23,350610,1484900.3,0,0,2024-10-15 10:58:00+08:00,2024-10-15 10:59:00+08:00
89,SZSE.000100,60s,4.23,4.24,4.23,4.24,587574,2487235.02,0,0,2024-10-15 10:59:00+08:00,2024-10-15 11:00:00+08:00
90,SZSE.000100,60s,4.23,4.24,4.23,4.23,370210,1566842.3,0,0,2024-10-15 11:00:00+08:00,2024-10-15 11:01:00+08:00
91,SZSE.000100,60s,4.23,4.24,4.23,4.24,384650,1628726.5,0,0,2024-10-15 11:01:00+08:00,2024-10-15 11:02:00+08:00
92,SZSE.000100,60s,4.23,4.25,4.23,4.24,3807200,16140968,0,0,2024-10-15 11:02:00+08:00,2024-10-15 11:03:00+08:00
93,SZSE.000100,60s,4.25,4.25,4.24,4.25,228210,968349.4,0,0,2024-10-15 11:03:00+08:00,2024-10-15 11:04:00+08:00
94,SZSE.000100,60s,4.25,4.25,4.23,4.24,912190,3865814.6,0,0,2024-10-15 11:04:00+08:00,2024-10-15 11:05:00+08:00
95,SZSE.000100,60s,4.23,4.24,4.23,4.24,281820,1193247.6,0,0,2024-10-15 11:05:00+08:00,2024-10-15 11:06:00+08:00
96,SZSE.000100,60s,4.23,4.23,4.23,4.23,270260,1143495.8,0,0,2024-10-15 11:06:00+08:00,2024-10-15 11:07:00+08:00
97,SZSE.000100,60s,4.23,4.24,4.22,4.23,1996109,8443268.07,0,0,2024-10-15 11:07:00+08:00,2024-10-15 11:08:00+08:00
98,SZSE.000100,60s,4.22,4.23,4.22,4.22,270510,1142441.2,0,0,2024-10-15 11:08:00+08:00,2024-10-15 11:09:00+08:00
99,SZSE.000100,60s,4.22,4.23,4.22,4.23,320870,1355130.4,0,0,2024-10-15 11:09:00+08:00,2024-10-15 11:10:00+08:00
100,SZSE.000100,60s,4.22,4.23,4.22,4.23,431400,1821406,0,0,2024-10-15 11:10:00+08:00,2024-10-15 11:11:00+08:00
101,SZSE.000100,60s,4.23,4.23,4.22,4.23,502870,2126107.4,0,0,2024-10-15 11:11:00+08:00,2024-10-15 11:12:00+08:00
102,SZSE.000100,60s,4.23,4.23,4.22,4.23,411360,1738983.2,0,0,2024-10-15 11:12:00+08:00,2024-10-15 11:13:00+08:00
103,SZSE.000100,60s,4.22,4.23,4.22,4.22,314300,1327645,0,0,2024-10-15 11:13:00+08:00,2024-10-15 11:14:00+08:00
104,SZSE.000100,60s,4.22,4.23,4.22,4.23,312300,1319605,0,0,2024-10-15 11:14:00+08:00,2024-10-15 11:15:00+08:00
105,SZSE.000100,60s,4.22,4.23,4.22,4.23,314500,1328844,0,0,2024-10-15 11:15:00+08:00,2024-10-15 11:16:00+08:00
106,SZSE.000100,60s,4.22,4.23,4.22,4.22,838200,3538086,0,0,2024-10-15 11:16:00+08:00,2024-10-15 11:17:00+08:00
107,SZSE.000100,60s,4.22,4.23,4.22,4.22,207820,877756.4,0,0,2024-10-15 11:17:00+08:00,2024-10-15 11:18:00+08:00
108,SZSE.000100,60s,4.22,4.23,4.22,4.22,222900,941242,0,0,2024-10-15 11:18:00+08:00,2024-10-15 11:19:00+08:00
109,SZSE.000100,60s,4.22,4.23,4.22,4.22,386360,1632655.2,0,0,2024-10-15 11:19:00+08:00,2024-10-15 11:20:00+08:00
110,SZSE.000100,60s,4.23,4.24,4.22,4.22,2556300,10811966,0,0,2024-10-15 11:20:00+08:00,2024-10-15 11:21:00+08:00
111,SZSE.000100,60s,4.22,4.23,4.22,4.22,391000,1651547,0,0,2024-10-15 11:21:00+08:00,2024-10-15 11:22:00+08:00
112,SZSE.000100,60s,4.22,4.23,4.22,4.22,252300,1065574,0,0,2024-10-15 11:22:00+08:00,2024-10-15 11:23:00+08:00
113,SZSE.000100,60s,4.22,4.23,4.22,4.23,214000,903879,0,0,2024-10-15 11:23:00+08:00,2024-10-15 11:24:00+08:00
114,SZSE.000100,60s,4.23,4.23,4.22,4.23,693430,2927447.6,0,0,2024-10-15 11:24:00+08:00,2024-10-15 11:25:00+08:00
115,SZSE.000100,60s,4.23,4.23,4.22,4.22,301014,1271753.08,0,0,2024-10-15 11:25:00+08:00,2024-10-15 11:26:00+08:00
116,SZSE.000100,60s,4.23,4.23,4.22,4.23,190900,807038,0,0,2024-10-15 11:26:00+08:00,2024-10-15 11:27:00+08:00
117,SZSE.000100,60s,4.23,4.23,4.22,4.23,203710,861062.2,0,0,2024-10-15 11:27:00+08:00,2024-10-15 11:28:00+08:00
118,SZSE.000100,60s,4.23,4.23,4.22,4.23,476800,2016121,0,0,2024-10-15 11:28:00+08:00,2024-10-15 11:29:00+08:00
119,SZSE.000100,60s,4.23,4.23,4.22,4.23,489050,2067670,0,0,2024-10-15 11:29:00+08:00,2024-10-15 11:30:00+08:00
120,SZSE.000100,60s,4.22,4.23,4.21,4.22,5147706,21730150.32,0,0,2024-10-15 13:00:00+08:00,2024-10-15 13:01:00+08:00
121,SZSE.000100,60s,4.22,4.23,4.22,4.23,1425060,6024838.2,0,0,2024-10-15 13:01:00+08:00,2024-10-15 13:02:00+08:00
122,SZSE.000100,60s,4.23,4.23,4.22,4.23,721700,3050621,0,0,2024-10-15 13:02:00+08:00,2024-10-15 13:03:00+08:00
123,SZSE.000100,60s,4.23,4.23,4.22,4.22,823000,3476109,0,0,2024-10-15 13:03:00+08:00,2024-10-15 13:04:00+08:00
124,SZSE.000100,60s,4.23,4.23,4.22,4.23,1779020,7508301.4,0,0,2024-10-15 13:04:00+08:00,2024-10-15 13:05:00+08:00
125,SZSE.000100,60s,4.23,4.23,4.21,4.22,941180,3970763.6,0,0,2024-10-15 13:05:00+08:00,2024-10-15 13:06:00+08:00
126,SZSE.000100,60s,4.22,4.22,4.21,4.21,304200,1281729,0,0,2024-10-15 13:06:00+08:00,2024-10-15 13:07:00+08:00
127,SZSE.000100,60s,4.21,4.23,4.21,4.22,858280,3623095.6,0,0,2024-10-15 13:07:00+08:00,2024-10-15 13:08:00+08:00
128,SZSE.000100,60s,4.22,4.23,4.22,4.22,764600,3228385.2,0,0,2024-10-15 13:08:00+08:00,2024-10-15 13:09:00+08:00
129,SZSE.000100,60s,4.22,4.23,4.22,4.22,261760,1105474.3,0,0,2024-10-15 13:09:00+08:00,2024-10-15 13:10:00+08:00
130,SZSE.000100,60s,4.23,4.23,4.21,4.22,413800,1745828,0,0,2024-10-15 13:10:00+08:00,2024-10-15 13:11:00+08:00
131,SZSE.000100,60s,4.22,4.23,4.21,4.22,296100,1248805,0,0,2024-10-15 13:11:00+08:00,2024-10-15 13:12:00+08:00
132,SZSE.000100,60s,4.21,4.22,4.21,4.21,158400,667755,0,0,2024-10-15 13:12:00+08:00,2024-10-15 13:13:00+08:00
133,SZSE.000100,60s,4.22,4.22,4.21,4.21,216630,913284.3,0,0,2024-10-15 13:13:00+08:00,2024-10-15 13:14:00+08:00
134,SZSE.000100,60s,4.22,4.22,4.21,4.21,533850,2248729.5,0,0,2024-10-15 13:14:00+08:00,2024-10-15 13:15:00+08:00
135,SZSE.000100,60s,4.21,4.22,4.21,4.22,555317,2338533.57,0,0,2024-10-15 13:15:00+08:00,2024-10-15 13:16:00+08:00
136,SZSE.000100,60s,4.21,4.22,4.21,4.21,370700,1561712,0,0,2024-10-15 13:16:00+08:00,2024-10-15 13:17:00+08:00
137,SZSE.000100,60s,4.21,4.22,4.21,4.22,399800,1684662,0,0,2024-10-15 13:17:00+08:00,2024-10-15 13:18:00+08:00
138,SZSE.000100,60s,4.21,4.22,4.21,4.21,1087180,4577977.8,0,0,2024-10-15 13:18:00+08:00,2024-10-15 13:19:00+08:00
139,SZSE.000100,60s,4.21,4.22,4.2,4.21,3494703,14710341.43,0,0,2024-10-15 13:19:00+08:00,2024-10-15 13:20:00+08:00
140,SZSE.000100,60s,4.21,4.21,4.2,4.21,440500,1851737,0,0,2024-10-15 13:20:00+08:00,2024-10-15 13:21:00+08:00
141,SZSE.000100,60s,4.21,4.21,4.2,4.2,304930,1282410,0,0,2024-10-15 13:21:00+08:00,2024-10-15 13:22:00+08:00
142,SZSE.000100,60s,4.21,4.21,4.2,4.21,371000,1560109,0,0,2024-10-15 13:22:00+08:00,2024-10-15 13:23:00+08:00
143,SZSE.000100,60s,4.2,4.21,4.2,4.21,575700,2422020,0,0,2024-10-15 13:23:00+08:00,2024-10-15 13:24:00+08:00
144,SZSE.000100,60s,4.2,4.22,4.2,4.21,4203680,17701562,0,0,2024-10-15 13:24:00+08:00,2024-10-15 13:25:00+08:00
145,SZSE.000100,60s,4.21,4.21,4.2,4.21,470900,1979966,0,0,2024-10-15 13:25:00+08:00,2024-10-15 13:26:00+08:00
146,SZSE.000100,60s,4.2,4.21,4.2,4.2,430500,1810198,0,0,2024-10-15 13:26:00+08:00,2024-10-15 13:27:00+08:00
147,SZSE.000100,60s,4.2,4.21,4.2,4.2,1286640,5414776,0,0,2024-10-15 13:27:00+08:00,2024-10-15 13:28:00+08:00
148,SZSE.000100,60s,4.2,4.21,4.2,4.2,508310,2136586,0,0,2024-10-15 13:28:00+08:00,2024-10-15 13:29:00+08:00
149,SZSE.000100,60s,4.2,4.21,4.19,4.19,8079920,33934739,0,0,2024-10-15 13:29:00+08:00,2024-10-15 13:30:00+08:00
150,SZSE.000100,60s,4.19,4.2,4.19,4.19,482000,2020971,0,0,2024-10-15 13:30:00+08:00,2024-10-15 13:31:00+08:00
151,SZSE.000100,60s,4.2,4.2,4.19,4.19,719700,3020173,0,0,2024-10-15 13:31:00+08:00,2024-10-15 13:32:00+08:00
152,SZSE.000100,60s,4.2,4.21,4.19,4.2,3275587,13754464.4,0,0,2024-10-15 13:32:00+08:00,2024-10-15 13:33:00+08:00
153,SZSE.000100,60s,4.2,4.21,4.2,4.2,437830,1841044,0,0,2024-10-15 13:33:00+08:00,2024-10-15 13:34:00+08:00
154,SZSE.000100,60s,4.21,4.21,4.19,4.2,2580500,10839720,0,0,2024-10-15 13:34:00+08:00,2024-10-15 13:35:00+08:00
155,SZSE.000100,60s,4.19,4.2,4.19,4.19,301400,1265179,0,0,2024-10-15 13:35:00+08:00,2024-10-15 13:36:00+08:00
156,SZSE.000100,60s,4.19,4.2,4.19,4.2,1529400,6422123,0,0,2024-10-15 13:36:00+08:00,2024-10-15 13:37:00+08:00
157,SZSE.000100,60s,4.2,4.2,4.19,4.2,290600,1219796,0,0,2024-10-15 13:37:00+08:00,2024-10-15 13:38:00+08:00
158,SZSE.000100,60s,4.19,4.2,4.19,4.19,281800,1182561,0,0,2024-10-15 13:38:00+08:00,2024-10-15 13:39:00+08:00
159,SZSE.000100,60s,4.19,4.2,4.19,4.2,201100,842972,0,0,2024-10-15 13:39:00+08:00,2024-10-15 13:40:00+08:00
160,SZSE.000100,60s,4.19,4.2,4.19,4.19,247400,1037459,0,0,2024-10-15 13:40:00+08:00,2024-10-15 13:41:00+08:00
161,SZSE.000100,60s,4.19,4.2,4.19,4.2,524400,2198336,0,0,2024-10-15 13:41:00+08:00,2024-10-15 13:42:00+08:00
162,SZSE.000100,60s,4.19,4.2,4.19,4.2,493300,2070065,0,0,2024-10-15 13:42:00+08:00,2024-10-15 13:43:00+08:00
163,SZSE.000100,60s,4.19,4.2,4.19,4.19,256400,1075465,0,0,2024-10-15 13:43:00+08:00,2024-10-15 13:44:00+08:00
164,SZSE.000100,60s,4.2,4.21,4.19,4.21,1669770,7012382.3,0,0,2024-10-15 13:44:00+08:00,2024-10-15 13:45:00+08:00
165,SZSE.000100,60s,4.2,4.21,4.2,4.21,2324932,9765113.4,0,0,2024-10-15 13:45:00+08:00,2024-10-15 13:46:00+08:00
166,SZSE.000100,60s,4.2,4.2,4.19,4.19,1224668,5142256.5,0,0,2024-10-15 13:46:00+08:00,2024-10-15 13:47:00+08:00
167,SZSE.000100,60s,4.19,4.2,4.19,4.19,351700,1475002,0,0,2024-10-15 13:47:00+08:00,2024-10-15 13:48:00+08:00
168,SZSE.000100,60s,4.2,4.21,4.2,4.21,3493670,14673820,0,0,2024-10-15 13:48:00+08:00,2024-10-15 13:49:00+08:00
169,SZSE.000100,60s,4.2,4.21,4.2,4.2,603810,2537172,0,0,2024-10-15 13:49:00+08:00,2024-10-15 13:50:00+08:00
170,SZSE.000100,60s,4.21,4.21,4.19,4.2,2216990,9309927,0,0,2024-10-15 13:50:00+08:00,2024-10-15 13:51:00+08:00
171,SZSE.000100,60s,4.2,4.2,4.19,4.2,766400,3213697,0,0,2024-10-15 13:51:00+08:00,2024-10-15 13:52:00+08:00
172,SZSE.000100,60s,4.2,4.2,4.19,4.19,1970600,8258079,0,0,2024-10-15 13:52:00+08:00,2024-10-15 13:53:00+08:00
173,SZSE.000100,60s,4.19,4.2,4.18,4.19,5825420,24406747.8,0,0,2024-10-15 13:53:00+08:00,2024-10-15 13:54:00+08:00
174,SZSE.000100,60s,4.19,4.19,4.18,4.18,839300,3510554,0,0,2024-10-15 13:54:00+08:00,2024-10-15 13:55:00+08:00
175,SZSE.000100,60s,4.19,4.19,4.18,4.19,894500,3740781,0,0,2024-10-15 13:55:00+08:00,2024-10-15 13:56:00+08:00
176,SZSE.000100,60s,4.18,4.19,4.18,4.18,1065000,4454529,0,0,2024-10-15 13:56:00+08:00,2024-10-15 13:57:00+08:00
177,SZSE.000100,60s,4.19,4.19,4.18,4.19,1657540,6933604.2,0,0,2024-10-15 13:57:00+08:00,2024-10-15 13:58:00+08:00
178,SZSE.000100,60s,4.19,4.19,4.18,4.18,2666860,11148517.8,0,0,2024-10-15 13:58:00+08:00,2024-10-15 13:59:00+08:00
179,SZSE.000100,60s,4.18,4.19,4.18,4.19,334700,1399967,0,0,2024-10-15 13:59:00+08:00,2024-10-15 14:00:00+08:00
180,SZSE.000100,60s,4.18,4.19,4.18,4.19,482140,2017312.2,0,0,2024-10-15 14:00:00+08:00,2024-10-15 14:01:00+08:00
181,SZSE.000100,60s,4.19,4.19,4.18,4.19,2264200,9468106,0,0,2024-10-15 14:01:00+08:00,2024-10-15 14:02:00+08:00
182,SZSE.000100,60s,4.18,4.18,4.17,4.17,1069700,4465864,0,0,2024-10-15 14:02:00+08:00,2024-10-15 14:03:00+08:00
183,SZSE.000100,60s,4.17,4.18,4.17,4.17,594970,2483368.9,0,0,2024-10-15 14:03:00+08:00,2024-10-15 14:04:00+08:00
